Time;Cumm.mm
25/03/2016 12:32;3.2
25/03/2016 19:32;1.6
26/03/2016 02:32;2
26/03/2016 09:32;0.2
26/03/2016 16:32;0
26/03/2016 23:32;0
27/03/2016 06:32;0
27/03/2016 13:32;0
27/03/2016 20:32;0
28/03/2016 03:32;0
28/03/2016 10:32;0.2
28/03/2016 17:32;2.2
29/03/2016 00:32;1
29/03/2016 07:32;0.6
29/03/2016 14:32;0
29/03/2016 21:32;0
30/03/2016 04:32;0
30/03/2016 11:32;6.6
30/03/2016 18:32;1
31/03/2016 01:32;15.2
31/03/2016 08:32;1
31/03/2016 15:32;0
31/03/2016 22:32;0.4
01/04/2016 05:32;4.8
01/04/2016 12:32;0.8
01/04/2016 19:32;0
02/04/2016 02:32;0
02/04/2016 09:32;0
02/04/2016 16:32;0
02/04/2016 23:32;0
03/04/2016 06:32;0
03/04/2016 13:32;0
03/04/2016 20:32;0.2
04/04/2016 03:32;0.6
04/04/2016 10:32;2
04/04/2016 17:32;0.4
05/04/2016 00:32;0.4
05/04/2016 07:32;4
05/04/2016 14:32;1.8
05/04/2016 21:32;4.4
06/04/2016 04:32;1
06/04/2016 11:32;0
06/04/2016 18:32;0
07/04/2016 01:32;0
07/04/2016 08:32;0.4
07/04/2016 15:32;0.4
07/04/2016 22:32;0
08/04/2016 05:32;0
08/04/2016 12:32;0
08/04/2016 19:32;0
09/04/2016 02:32;0
09/04/2016 09:32;0
09/04/2016 16:32;0
09/04/2016 23:32;0
10/04/2016 06:32;0
10/04/2016 13:32;0
10/04/2016 20:32;0
11/04/2016 03:32;0
11/04/2016 10:32;0
11/04/2016 17:32;0
12/04/2016 00:32;0
12/04/2016 07:32;3
12/04/2016 14:32;0
12/04/2016 21:32;0
13/04/2016 04:32;0
13/04/2016 11:32;0
13/04/2016 18:32;0
14/04/2016 01:32;0
14/04/2016 08:32;0
14/04/2016 15:32;0
14/04/2016 22:32;0.2
15/04/2016 05:32;0
15/04/2016 12:32;5
15/04/2016 19:32;0.2
16/04/2016 02:32;0.8
16/04/2016 09:32;9.8
16/04/2016 16:32;3.8
16/04/2016 23:32;2.4
17/04/2016 06:32;6.8
17/04/2016 13:32;3.4
17/04/2016 20:32;0.4
18/04/2016 03:32;0.6
18/04/2016 10:32;0
18/04/2016 17:32;0.2
19/04/2016 00:32;0
19/04/2016 07:32;0
19/04/2016 14:32;0
19/04/2016 21:32;0
20/04/2016 04:32;0
20/04/2016 11:32;0
20/04/2016 18:32;0
21/04/2016 01:32;0
21/04/2016 08:32;0
21/04/2016 15:32;0
21/04/2016 22:32;0
22/04/2016 05:32;0
22/04/2016 12:32;0
22/04/2016 19:32;0
23/04/2016 02:32;0
23/04/2016 09:32;0.6
23/04/2016 16:32;1
23/04/2016 23:32;0.2
24/04/2016 06:32;0
24/04/2016 13:32;0.6
24/04/2016 20:32;0
25/04/2016 03:32;0
25/04/2016 10:32;0
25/04/2016 17:32;0.2
26/04/2016 00:32;0
26/04/2016 07:32;3.8
26/04/2016 14:32;0.4
26/04/2016 21:32;0.4
27/04/2016 04:32;2.4
27/04/2016 11:32;0.2
27/04/2016 18:32;0
28/04/2016 01:32;0.2
28/04/2016 08:32;1.2
28/04/2016 15:32;0.4
28/04/2016 22:32;0.4
29/04/2016 05:32;0
29/04/2016 12:32;0.2
29/04/2016 19:32;0
30/04/2016 02:32;0
30/04/2016 09:32;0
30/04/2016 16:32;0
30/04/2016 23:32;12.8
01/05/2016 06:32;10.8
01/05/2016 13:32;1.4
01/05/2016 20:32;6
02/05/2016 03:32;0.6
02/05/2016 10:32;0
02/05/2016 17:32;0
03/05/2016 00:32;0
03/05/2016 07:32;0
03/05/2016 14:32;5
03/05/2016 21:32;0.2
04/05/2016 04:32;0.2
04/05/2016 11:32;0
04/05/2016 18:32;0
05/05/2016 01:32;0
05/05/2016 08:32;0
05/05/2016 15:32;0
05/05/2016 22:32;0
06/05/2016 05:32;0
06/05/2016 12:32;0
06/05/2016 19:32;0
07/05/2016 02:32;0
07/05/2016 09:32;0
07/05/2016 16:32;0
07/05/2016 23:32;0
08/05/2016 06:32;0
08/05/2016 13:32;0
08/05/2016 20:32;0
09/05/2016 03:32;0
09/05/2016 10:32;0
09/05/2016 17:32;0
10/05/2016 00:32;0
10/05/2016 07:32;2.8
10/05/2016 14:32;2
10/05/2016 21:32;0
11/05/2016 04:32;0.2
11/05/2016 11:32;0
11/05/2016 18:32;0
12/05/2016 01:32;19.4
12/05/2016 08:32;10.4
12/05/2016 15:32;3.8
12/05/2016 22:32;4.4
13/05/2016 05:32;0.2
13/05/2016 12:32;0
13/05/2016 19:32;7.6
14/05/2016 02:32;0.6
14/05/2016 09:32;0.2
14/05/2016 16:32;0
14/05/2016 23:32;0
15/05/2016 06:32;0
15/05/2016 13:32;0
15/05/2016 20:32;0
16/05/2016 03:32;0
16/05/2016 10:32;0.2
16/05/2016 17:32;2.2
17/05/2016 00:32;0.2
17/05/2016 07:32;0
17/05/2016 14:32;0
17/05/2016 21:32;0
18/05/2016 04:32;0
18/05/2016 11:32;0
18/05/2016 18:32;0
19/05/2016 01:32;3.4
19/05/2016 08:32;2.2
19/05/2016 15:32;0
19/05/2016 22:32;0
20/05/2016 05:32;0.2
20/05/2016 12:32;0
20/05/2016 19:32;0
21/05/2016 02:32;0
21/05/2016 09:32;0
21/05/2016 16:32;0
21/05/2016 23:32;0
22/05/2016 06:32;0
22/05/2016 13:32;0
22/05/2016 20:32;1
23/05/2016 03:32;2.4
23/05/2016 10:32;3.2
23/05/2016 17:32;3
24/05/2016 00:32;0.2
24/05/2016 07:32;0.4
24/05/2016 14:32;0.2
24/05/2016 21:32;0
25/05/2016 04:32;0
25/05/2016 11:32;0
25/05/2016 18:32;0
26/05/2016 01:32;0
26/05/2016 08:32;0
26/05/2016 15:32;0
26/05/2016 22:32;0
27/05/2016 05:32;1.2
27/05/2016 12:32;0
27/05/2016 19:32;0
28/05/2016 02:32;0
28/05/2016 09:32;0
28/05/2016 16:32;0
28/05/2016 23:32;1.2
29/05/2016 06:32;9.4
29/05/2016 13:32;0
29/05/2016 20:32;11
30/05/2016 03:32;2.2
30/05/2016 10:32;15
30/05/2016 17:32;4
31/05/2016 00:32;0.2
31/05/2016 07:32;0
31/05/2016 14:32;0
31/05/2016 21:32;0
01/06/2016 04:32;0
01/06/2016 11:32;0.2
01/06/2016 18:32;0
02/06/2016 01:32;0.8
02/06/2016 08:32;4.8
02/06/2016 15:32;0
02/06/2016 22:32;0
03/06/2016 05:32;9.4
03/06/2016 12:32;0.2
03/06/2016 19:32;2.6
04/06/2016 02:32;3
04/06/2016 09:32;9
04/06/2016 16:32;8.6
04/06/2016 23:32;0.4
05/06/2016 06:32;0
05/06/2016 13:32;0
05/06/2016 20:32;0.2
06/06/2016 03:32;0
06/06/2016 10:32;0
06/06/2016 17:32;0
07/06/2016 00:32;0
07/06/2016 07:32;0
07/06/2016 14:32;0
07/06/2016 21:32;0.8
08/06/2016 04:32;0.2
08/06/2016 11:32;6.6
08/06/2016 18:32;0
09/06/2016 01:32;2.6
09/06/2016 08:32;0
09/06/2016 15:32;0
09/06/2016 22:32;0
10/06/2016 05:32;0.2
10/06/2016 12:32;0
10/06/2016 19:32;0
11/06/2016 02:32;0
11/06/2016 09:32;0.2
11/06/2016 16:32;1
11/06/2016 23:32;0.4
12/06/2016 06:32;6
12/06/2016 13:32;0
12/06/2016 20:32;1.8
13/06/2016 03:32;5.2
13/06/2016 10:32;2.8
13/06/2016 17:32;0
14/06/2016 00:32;2.6
14/06/2016 07:32;0
14/06/2016 14:32;8
14/06/2016 21:32;4.8
15/06/2016 04:32;1
15/06/2016 11:32;0.2
15/06/2016 18:32;2
16/06/2016 01:32;0
16/06/2016 08:32;0.4
16/06/2016 15:32;1
16/06/2016 22:32;11.2
17/06/2016 05:32;6.6
17/06/2016 12:32;0.4
17/06/2016 19:32;0
18/06/2016 02:32;0.2
18/06/2016 09:32;0.2
18/06/2016 16:32;3
18/06/2016 23:32;4
19/06/2016 06:32;0
19/06/2016 13:32;0
19/06/2016 20:32;0
20/06/2016 03:32;0
20/06/2016 10:32;0
20/06/2016 17:32;0
21/06/2016 00:32;4.2
21/06/2016 07:32;0.8
21/06/2016 14:32;0
21/06/2016 21:32;0.2
22/06/2016 04:32;0.2
22/06/2016 11:32;0
22/06/2016 18:32;0
23/06/2016 01:32;0
23/06/2016 08:32;0
23/06/2016 15:32;0
23/06/2016 22:32;0
24/06/2016 05:32;0
24/06/2016 12:32;0
24/06/2016 19:32;0.2
25/06/2016 02:32;0.8
25/06/2016 09:32;23
25/06/2016 16:32;2.2
25/06/2016 23:32;0
26/06/2016 06:32;0.2
26/06/2016 13:32;0
26/06/2016 20:32;0
27/06/2016 03:32;0
27/06/2016 10:32;0
27/06/2016 17:32;0
28/06/2016 00:32;0
28/06/2016 07:32;0.2
28/06/2016 14:32;1
28/06/2016 21:32;0
29/06/2016 04:32;0
29/06/2016 11:32;0
29/06/2016 18:32;0
30/06/2016 01:32;0
30/06/2016 08:32;0
30/06/2016 15:32;0
30/06/2016 22:32;0
01/07/2016 05:32;0
01/07/2016 12:32;0
01/07/2016 19:32;0
02/07/2016 02:32;0
02/07/2016 09:32;0
02/07/2016 16:32;0
02/07/2016 23:32;0
03/07/2016 06:32;0
03/07/2016 13:32;0
03/07/2016 20:32;0
04/07/2016 03:32;0
04/07/2016 10:32;0
04/07/2016 17:32;0
05/07/2016 00:32;0
05/07/2016 07:32;0
05/07/2016 14:32;0.2
05/07/2016 21:32;0
06/07/2016 04:32;0
06/07/2016 11:32;0
06/07/2016 18:32;0
07/07/2016 01:32;0
07/07/2016 08:32;0
07/07/2016 15:32;0
07/07/2016 22:32;0
08/07/2016 05:32;0
08/07/2016 12:32;0
08/07/2016 19:32;0
09/07/2016 02:32;0
09/07/2016 09:32;0
09/07/2016 16:32;0
09/07/2016 23:32;0
10/07/2016 06:32;0
10/07/2016 13:32;0
10/07/2016 20:32;0
11/07/2016 03:32;0
11/07/2016 10:32;0
11/07/2016 17:32;0.2
12/07/2016 00:32;0
